Generation,Performance_p_m_0.1,Diversity_p_m_0.1,Performance_p_m_0.25,Diversity_p_m_0.25,Performance_p_m_0.5,Diversity_p_m_0.5,Performance_p_m_0.75,Diversity_p_m_0.75,Performance_p_m_0.9,Diversity_p_m_0.9
102,61.745667025827494,0.7500749927919884,61.60151774063687,0.8355324411352728,61.183982217225264,0.8225248124323515,60.42007890778196,1.658582997184146,59.86753276421287,1.4897119257955247
103,61.74420608069758,0.7850689140836397,61.58732098420152,0.8176827810802106,61.20079819654203,0.8282340529526006,60.313965835953766,1.5289430091818763,59.872642186563645,1.4873666127167056
104,61.737911898581046,0.7423926980976406,61.58865661892443,0.8047986313415624,61.2379351380374,0.8284571032911751,60.305412443879874,1.5902528008806753,59.79438111990784,1.506851153758576
105,61.75916736145344,0.586254790179082,61.6002053166738,0.7933996067616612,61.26761686495801,0.8568642566139929,60.308596774784675,1.5723999846969903,59.58621768355245,1.6045157911820773
106,61.77820296035077,0.5554072307532627,61.58091285109904,0.8277973977811129,61.276173683714184,0.8568223640374498,60.37021689963404,1.5589860738290657,59.74074053593325,1.5954537801867612
107,61.77536986569017,0.5907266342551157,61.594453474477824,0.8266546626286467,61.29619370141025,0.8404596548444015,60.435755714692675,1.519651125460541,59.71872597227534,1.5628497090516564
108,61.777804489068835,0.5791247958286033,61.59672879112278,0.7814150019263986,61.27195359917516,0.8730123559829388,60.518532480034786,1.354477894365763,59.82357634346705,1.5556368567009373
109,61.77995920026077,0.5686831395522824,61.610942084739534,0.7785573147509064,61.26225371420152,0.8918506559037014,60.4755151362114,1.2862847820686965,59.872462764965285,1.5249117343026273
110,61.78001514414501,0.5690263337614684,61.632453092154435,0.7678236572972966,61.248340818000784,0.8782696160398246,60.42523161661022,1.3209044731091122,59.84704052906012,1.4840475878916093
111,61.76855914013447,0.5631377068762743,61.66019441604425,0.5100812013948594,61.27992249673215,0.8422704744867794,60.440972400877556,1.2950096040370966,59.790767905682586,1.4772328846828167
112,61.78369278666312,0.5395532945720641,61.63478413062526,0.5148276740898704,61.226075462469645,0.8529900409714122,60.52081652375541,1.2469881918132841,59.80598428759651,1.485299835343452
113,61.78370165426831,0.5393604500670824,61.64847728519864,0.5131681518405817,61.20513817092305,0.8761597794624517,60.5619017286548,1.2541651923096866,59.94820982121004,1.4691122357635782
114,61.79122086693199,0.4789071108982818,61.64273731822075,0.538989936901844,61.17904347865464,0.8833192218387363,60.48810426386076,1.262726802134878,59.91259911323216,1.4503323085210003
115,61.79312272516312,0.4590446172436829,61.64608435051333,0.5200449403072746,61.17106119301104,0.898849951471557,60.396354667192675,1.3135824492551815,59.79978762554838,1.4962317999893786
116,61.793693149790606,0.450230670677485,61.6387008147896,0.5094193195608676,61.253579682329466,0.9073562208332534,60.3847157019252,1.379273090260116,59.771757617763356,1.4593722281514705
117,61.79707960249864,0.4095785034453396,61.63253225993619,0.50240847171785,61.23983281997806,0.8722893325985316,60.39779086053018,1.3874218247166537,59.79156755458573,1.4422240676524425
118,61.797970901532636,0.39980175822955366,61.65355962889821,0.5357818646605182,61.236522985638935,0.8992277083063401,60.35029964206474,1.3762167068203872,59.86486771218103,1.4297021011873383
119,61.799665473494954,0.3861692463773474,61.64587402819702,0.5494633763899645,61.184093008395664,0.8868537476816526,60.25211592006821,1.4184300136441355,59.69435175890158,1.5139457748227552
120,61.77798262478597,0.4315167782969582,61.63760269116089,0.57818524274692,61.178114646260724,0.8724857337891226,60.37066739097057,1.3853194450543975,59.65585788676624,1.5198743664001866
121,61.776649580792565,0.42467088260446345,61.64641986759815,0.524064076862467,61.17152016269558,0.8582661997355984,60.4066481031224,1.3767211629561373,59.4704906960135,1.5466049650302258
122,61.79051396282336,0.42258288496322155,61.61191013290999,0.49893899774450196,61.2210298189071,0.8284023137886037,60.41956972456578,1.3698761990564183,59.53017673492898,1.5282440192405664
123,61.79138269195246,0.41080053467425404,61.60878921397355,0.48508844806152623,61.196843634233346,0.7975911150810772,60.3096480413868,1.3530652648794004,59.554339104842974,1.5290751083256477
124,61.788692160821896,0.43585143033108786,61.59886496898175,0.4846285923622753,61.183307211296636,0.8228262327980843,60.25737364937949,1.3283550386642713,59.603306725766814,1.5016809028364697
125,61.790292094304924,0.4126476348380865,61.60887114486058,0.4546267432572053,61.1358939467598,0.8543099713460726,60.24390332720213,1.3084502870609738,59.73991422107011,1.4750787456414525
126,61.7933755658363,0.40699661207726184,61.60071984825458,0.4690184980400986,61.191391352681286,0.8416070444704644,60.08494326237966,1.309825322293548,59.776376610767514,1.4542826316964923
127,61.79942745319817,0.3577636487900722,61.6061838218278,0.43590766803876946,61.1765573021252,0.829380285901332,60.104606910756935,1.2834186151573002,59.89256144125771,1.4248251402368888
128,61.8032088381695,0.3197431846866908,61.63670919826468,0.44902599406157034,61.18704413862659,0.8235217194154266,60.17102380145185,1.2892479056890422,59.897024608365115,1.4196690628439803
129,61.80337412929564,0.3102254490666589,61.677790527211926,0.4311596130447057,61.161898144361245,0.805329938295425,60.088790963225286,1.3439376440427988,59.83637152468592,1.4723352295604843
130,61.80596028624267,0.28150927758152366,61.675597808093585,0.43800369430610236,61.16652868886172,0.7910943820380402,60.10452540708629,1.3693110116038278,59.88829938902094,1.4719614710471063
131,61.80611306372626,0.2755840800586827,61.69311259802844,0.4389941957570717,61.164742009347904,0.766195606941419,60.14347594668263,1.344533661519635,59.933397234975565,1.445410776587264
132,61.80616874593223,0.2744226757783173,61.70017938310145,0.4761896936138848,61.18574464042041,0.7385924233317368,60.155949369301275,1.3931575048912723,59.935032408670814,1.4263981350156127
133,61.80598728716902,0.2819839341272378,61.72592111322605,0.4573989583677321,61.23126449817119,0.7637456765215677,60.32426980422094,1.3700537849031758,59.9597480741911,1.4663787280017235
134,61.80621178771949,0.27064830145463753,61.73119089673582,0.44021902830348747,61.23491892246451,0.7840440300310348,60.35937043474542,1.3427414389343237,59.95761884770673,1.482727606776819
135,61.81978313705722,0.26291978486570905,61.740412782052324,0.4535052213674753,61.313539224814306,0.7812303269932852,60.420944018538016,1.3403929732485784,60.005629353055056,1.48491430683805
136,61.81990804654194,0.2581339691104201,61.740655685276074,0.44936257206921226,61.33184552001287,0.7590176382828663,60.505950698906894,1.3475431023317788,60.033682038345944,1.4673247992055378
137,61.81913439926387,0.2615089197952546,61.74442323212103,0.43468967145052034,61.296925291017416,0.7841607523497406,60.40013130567833,1.4070649272441524,60.02502335622137,1.4663042962569912
138,61.81748534038186,0.2789172911773396,61.735939867080795,0.4243058215575373,61.24626922910882,0.8013745642153726,60.406863468038445,1.3579417802127391,60.01267459847905,1.4798615779272417
139,61.817902677405684,0.2628303258594285,61.73476107132493,0.4486691491842805,61.12945534991219,0.8088895022186912,60.37888400071149,1.3723365464883657,59.89459260180894,1.5500630715530408
140,61.818934001379745,0.24406103978063678,61.733889123060464,0.4376917202757313,60.96896302130402,0.8516616019676744,60.33744601227423,1.3630945982326084,59.806447105618545,1.5940428511687585
141,61.80869262326945,0.28025516352104013,61.71773151013519,0.44983077123132337,60.997145021261616,0.8528112211077338,60.25335000656836,1.4159770337704611,59.85779303202174,1.5599172200236164
142,61.80881080707254,0.2729858105820547,61.70502830282859,0.45324523115540294,61.066566226803026,0.8388078989589993,60.27826944156804,1.3637651547215581,60.01880009626105,1.5689454033179662
143,61.81396206911384,0.22637661592693295,61.71761261597081,0.4234692734806124,61.095101955292726,0.819628432260345,60.281063261701604,1.3581044243764258,59.95971880968353,1.577120883027327
144,61.81552249351885,0.206583712396153,61.69710724106707,0.4293699023025568,61.0853156996027,0.8138649254030526,60.19361205791307,1.380290084933886,59.980091416413025,1.553337526387663
145,61.806953961036314,0.2067717973762672,61.72581698005579,0.37602236538357925,61.11961042656742,0.889453634671574,60.16985319210993,1.3687723076385059,59.88701727669411,1.5961801615625653
146,61.80452156604591,0.22514770645337198,61.74509570247396,0.40421309712731396,61.130000624676676,0.8813494609264065,60.21860143958818,1.3347819226286222,59.822065328520885,1.6171852750584075
147,61.804841200738245,0.20001748875642056,61.743586341122956,0.4033978204630686,61.13820376080669,0.8697614427541089,60.145985463378956,1.360585212295268,59.90095297114691,1.592197806050687
148,61.80485127071223,0.19961375924438918,61.739764891219,0.42672636160424665,61.22708739270853,0.8325339777837301,60.1762424089694,1.3447419608767575,59.89408276390072,1.5697324847862386
149,61.80508154195169,0.18985534804090665,61.74032315590599,0.40637124283773735,61.24048319328976,0.8156546630883099,60.18959177512083,1.3019366157388175,59.86015576560699,1.5564499346450944
150,61.81457556409671,0.17045356103855688,61.742319521441146,0.4240911813037856,61.27669672855288,0.7978224553182033,60.15220405692614,1.3439763366673307,59.760682796730556,1.5911839367677247
151,61.81460814647041,0.16901298102320272,61.70705089851595,0.4325029265811553,61.23849354274726,0.7780559082286292,60.02254359326424,1.4249979035275313,59.8754342524365,1.5503970726710554
152,61.81119812365867,0.18762438090311115,61.70437259942026,0.4121642034191065,61.24481503683601,0.7765680417058315,60.11414462360466,1.4160984280468474,59.999751365851566,1.5156629715036427
153,61.79808526134255,0.17297134038284923,61.70545516540011,0.4105462197773109,61.20846386899825,0.8042497619698942,60.07372484784164,1.4272167427888418,60.01858158949703,1.4780252044770368
154,61.79571848578432,0.16844764313633565,61.69456152284221,0.40578479817401414,61.20652159604854,0.8522819519627512,60.12175627670902,1.384895649726264,60.01932443605202,1.4469876410278857
155,61.79743364922969,0.16673777191800063,61.66408665509366,0.39488243471668477,61.18640217176461,0.8929151838424517,60.264125047029346,1.352295186128565,59.942200217841894,1.4886987848125013
156,61.79733806995812,0.1717413159618221,61.67570963486612,0.4203989261784054,61.19323140693139,0.8879424982309256,60.27914359977625,1.3302734703044197,59.72123353967437,1.5702395212124756
